"row_id","icd9_code","short_title","long_title"
"3779",4160,"36720","Astigmatism NOS","Astigmatism, unspecified"
"3780",4161,"36721","Regular astigmatism","Regular astigmatism"
"3781",4162,"36722","Irregular astigmatism","Irregular astigmatism"
"3782",4163,"36731","Anisometropia","Anisometropia"
"3783",4164,"36732","Aniseikonia","Aniseikonia"
"3784",4165,"3674","Presbyopia","Presbyopia"
"3785",4166,"36751","Paresis of accommodation","Paresis of accommodation"
"3786",4167,"36752","Tot intern ophthalmopleg","Total or complete internal ophthalmoplegia"
"3787",4168,"36753","Spasm of accommodation","Spasm of accommodation"
"3788",4169,"36781","Transient refract change","Transient refractive change"
"3789",4170,"36789","Refraction disorder NEC","Other disorders of refraction and accommodation"
"3790",4171,"3679","Refraction disorder NOS","Unspecified disorder of refraction and accommodation"
"3791",4172,"36800","Amblyopia NOS","Amblyopia, unspecified"
"3792",4173,"36801","Strabismic amblyopia","Strabismic amblyopia"
"3793",4174,"36802","Deprivation amblyopia","Deprivation amblyopia"
"3794",4175,"36803","Refractive amblyopia","Refractive amblyopia"
"3795",4176,"36810","Subj visual disturb NOS","Subjective visual disturbance, unspecified"
"3796",4177,"36811","Sudden visual loss","Sudden visual loss"
"3797",4178,"36812","Transient visual loss","Transient visual loss"
"3798",4179,"37962","Inflam postproc bleb, 2","Inflammation (infection) of postprocedural bleb, stage 2"
"3799",3492,"36814","Distortion of shape/size","Visual distortions of shape and size"
"3800",3493,"36815","Visual distortions NEC","Other visual distortions and entoptic phenomena"
"3801",3494,"36816","Psychophysic visual dist","Psychophysical visual disturbances"
"3802",3495,"3682","Diplopia","Diplopia"
"3803",3496,"38013","Ac infect extern ear NEC","Other acute infections of external ear"
"3804",3497,"38014","Malignant otitis externa","Malignant otitis externa"
"3805",3498,"38015","Chr mycot otitis externa","Chronic mycotic otitis externa"
"3806",3499,"38016","Chr inf otit externa NEC","Other chronic infective otitis externa"
"3807",3500,"38021","Cholesteatoma extern ear","Cholesteatoma of external ear"
"3808",3501,"38022","Acute otitis externa NEC","Other acute otitis externa"
"3809",3502,"38023","Chr otitis externa NEC","Other chronic otitis externa"
"3810",3503,"38030","Disorder of pinna NOS","Disorder of pinna, unspecified"
"3811",3504,"38031","Hematoma auricle/pinna","Hematoma of auricle or pinna"
"3812",3505,"38032","Acq deform auricle/pinna","Acquired deformities of auricle or pinna"
"3813",3506,"38039","Noninfect dis pinna NEC","Other noninfectious disorders of pinna"
"3814",3507,"3804","Impacted cerumen","Impacted cerumen"
"3815",3508,"38050","Acq stenos ear canal NOS","Acquired stenosis of external ear canal, unspecified as to cause"
"3816",3509,"38051","Stenosis ear d/t trauma","Acquired stenosis of external ear canal secondary to trauma"
"3817",3510,"38052","Stenosis ear d/t surgery","Acquired stenosis of external ear canal secondary to surgery"
"3818",3511,"38053","Stenosis ear d/t inflam","Acquired stenosis of external ear canal secondary to inflammation"
"3819",3512,"38081","Exostosis ext ear canal","Exostosis of external ear canal"
"3820",3513,"38089","Dis external ear NEC","Other disorders of external ear"
"3821",3514,"3809","Dis external ear NOS","Unspecified disorder of external ear"
"3822",3515,"38100","Ac nonsup otitis med NOS","Acute nonsuppurative otitis media, unspecified"
"3823",3516,"38101","Ac serous otitis media","Acute serous otitis media"
"3824",3517,"38102","Ac mucoid otitis media","Acute mucoid otitis media"
"3825",3518,"38103","Ac sanguin otitis media","Acute sanguinous otitis media"
"3826",3519,"38104","Ac allergic serous OM","Acute allergic serous otitis media"
"3827",3520,"38105","Ac allergic mucoid OM","Acute allergic mucoid otitis media"
"3828",3521,"38106","Ac allerg sanguinous OM","Acute allergic sanguinous otitis media"
"3829",3522,"38110","Chr serous OM simp/NOS","Chronic serous otitis media, simple or unspecified"
"3830",3523,"38119","Chr serous OM NEC","Other chronic serous otitis media"
"3831",3524,"38120","Chr mucoid OM simp/NOS","Chronic mucoid otitis media, simple or unspecified"
"3832",3525,"38129","Chr mucoid OM NEC","Other chronic mucoid otitis media"
"3833",3526,"3813","Chr nonsup OM NOS/NEC","Other and unspecified chronic nonsuppurative otitis media"
"3834",3527,"3814","Nonsupp otitis media NOS","Nonsuppurative otitis media, not specified as acute or chronic"
"3835",3528,"38150","Eustachian salping NOS","Eustachian salpingitis, unspecified"
"3836",3529,"38151","Ac eustachian salping","Acute Eustachian salpingitis"
"3837",3530,"38152","Chr eustachian salping","Chronic Eustachian salpingitis"
"3838",3531,"38160","Obstr eustach tube NOS","Obstruction of Eustachian tube, unspecified"
"3839",3532,"38161","Osseous eustachian obstr","Osseous obstruction of Eustachian tube"
"3840",3533,"38162","Intrinsic eustach obstr","Intrinsic cartilagenous obstruction of Eustachian tube"
"3841",3534,"38163","Extrinsic eustach obstr","Extrinsic cartilagenous obstruction of Eustachian tube"
"3842",3535,"3817","Patulous eustachian tube","Patulous Eustachian tube"
"3843",3536,"38181","Dysfunct eustachian tube","Dysfunction of Eustachian tube"
"3844",3537,"38189","Eustachian tube dis NEC","Other disorders of Eustachian tube"
"3845",3538,"3819","Eustachian tube dis NOS","Unspecified Eustachian tube disorder"
"3846",3539,"38200","Ac supp otitis media NOS","Acute suppurative otitis media without spontaneous rupture of eardrum"
"3847",3540,"38201","Ac supp OM w drum rupt","Acute suppurative otitis media with spontaneous rupture of eardrum"
"3848",3541,"38202","Ac supp OM in oth dis","Acute suppurative otitis media in diseases classified elsewhere"
"3849",3542,"3821","Chr tubotympan suppur OM","Chronic tubotympanic suppurative otitis media"
"3850",3543,"3822","Chr atticoantral sup OM","Chronic atticoantral suppurative otitis media"
"3851",3544,"3823","Chr sup otitis media NOS","Unspecified chronic suppurative otitis media"
"3852",3546,"3829","Otitis media NOS","Unspecified otitis media"
"3853",3547,"38300","Ac mastoiditis w/o compl","Acute mastoiditis without complications"
"3854",3548,"38301","Subperi mastoid abscess","Subperiosteal abscess of mastoid"
"3855",3549,"38302","Ac mastoiditis-compl NEC","Acute mastoiditis with other complications"
"3856",3550,"3831","Chronic mastoiditis","Chronic mastoiditis"
"3857",3551,"38320","Petrositis NOS","Petrositis, unspecified"
"3858",3552,"38321","Acute petrositis","Acute petrositis"
"3859",3553,"38322","Chronic petrositis","Chronic petrositis"
"3860",3554,"38330","Postmastoid compl NOS","Postmastoidectomy complication, unspecified"
"3861",3555,"38331","Postmastoid mucosal cyst","Mucosal cyst of postmastoidectomy cavity"
"3862",3556,"38332","Postmastoid cholesteatma","Recurrent cholesteatoma of postmastoidectomy cavity"
"3863",3557,"38333","Postmastoid granulations","Granulations of postmastoidectomy cavity"
"3864",3558,"38381","Postauricular fistula","Postauricular fistula"
"3865",3559,"38389","Disorders of mastoid NEC","Other disorders of mastoid"
"3866",3560,"3839","Mastoiditis NOS","Unspecified mastoiditis"
"3867",3561,"38400","Acute myringitis NOS","Acute myringitis, unspecified"
"3868",3562,"38401","Bullous myringitis","Bullous myringitis"
"3869",3563,"38409","Acute myringitis NEC","Other acute myringitis without mention of otitis media"
"3870",3564,"3841","Chronic myringitis","Chronic myringitis without mention of otitis media"
"3871",3565,"38420","Perforat tympan memb NOS","Perforation of tympanic membrane, unspecified"
"3872",3566,"38421","Cent perf tympanic memb","Central perforation of tympanic membrane"
"3873",3567,"38422","Attic perf tympanic memb","Attic perforation of tympanic membrane"
"3874",3568,"38423","Marginal perf tymp NEC","Other marginal perforation of tympanic membrane"
"3875",3569,"38424","Mult perf tympanic memb","Multiple perforations of tympanic membrane"
"3876",3570,"38425","Total perf tympanic memb","Total perforation of tympanic membrane"
"3877",3571,"38481","Atrophic flaccid tympan","Atrophic flaccid tympanic membrane"
"3878",3572,"38482","Atrophic nonflaccid tymp","Atrophic nonflaccid tympanic membrane"
"3879",3573,"3849","Dis tympanic memb NOS","Unspecified disorder of tympanic membrane"
"3880",3574,"38500","Tympanosclerosis NOS","Tympanosclerosis, unspecified as to involvement"
"3881",3575,"38501","Tympanoscl-tympanic memb","Tympanosclerosis involving tympanic membrane only"
"3882",3576,"38502","Tympnoscler-tymp/ossicle","Tympanosclerosis involving tympanic membrane and ear ossicles"
"3883",3577,"38503","Tympanoscler-all parts","Tympanosclerosis involving tympanic membrane, ear ossicles, and middle ear"
"3884",3578,"38509","Tympnsclr-oth site comb","Tympanosclerosis involving other combination of structures"
"3885",3579,"38510","Adhesive mid ear dis NOS","Adhesive middle ear disease, unspecified as to involvement"
"3886",3580,"38511","Adhesion tympanum-incus","Adhesions of drum head to incus"
"3887",3581,"38512","Adhesion tympanum-stapes","Adhesions of drum head to stapes"
"3888",3582,"38513","Adhesion tymp-promontor","Adhesions of drum head to promontorium"
"3889",3583,"38519","Adhesive mid ear dis NEC","Other middle ear adhesions and combinations"
"3890",3584,"32733","Circadian rhym-irreg slp","Circadian rhythm sleep disorder, irregular sleep-wake type"
"3891",3585,"32734","Circadian rhym-free run","Circadian rhythm sleep disorder, free-running type"
"3892",3586,"32735","Circadian rhythm-jetlag","Circadian rhythm sleep disorder, jet lag type"
"3893",3587,"32736","Circadian rhy-shift work","Circadian rhythm sleep disorder, shift work type"
"3894",3588,"32737","Circadian rhym oth dis","Circadian rhythm sleep disorder in conditions classified elsewhere"
"3895",3589,"32739","Circadian rhym sleep NEC","Other circadian rhythm sleep disorder"
"3896",3590,"32740","Organic parasomnia NOS","Organic parasomnia, unspecified"
"3897",3591,"32741","Confusional arousals","Confusional arousals"
"3898",3592,"32742","REM sleep behavior dis","REM sleep behavior disorder"
"3899",3593,"32743","Recurrnt sleep paralysis","Recurrent isolated sleep paralysis"
"3900",3594,"32744","Parasomnia oth diseases","Parasomnia in conditions classified elsewhere"
"3901",3595,"32749","Organic parasomnia NEC","Other organic parasomnia"
"3902",3596,"32751","Periodic limb movement","Periodic limb movement disorder"
"3903",3597,"32752","Sleep related leg cramps","Sleep related leg cramps"
"3904",3598,"32753","Sleep related bruxism","Sleep related bruxism"
"3905",3599,"32759","Organic sleep movemt NEC","Other organic sleep related movement disorders"
"3906",3600,"3278","Sleep organic disord NEC","Other organic sleep disorders"
"3907",3601,"3300","Leukodystrophy","Leukodystrophy"
"3908",3602,"3301","Cerebral lipidoses","Cerebral lipidoses"
"3909",3603,"3302","Cereb degen in lipidosis","Cerebral degeneration in generalized lipidoses"
"3910",3604,"3303","Cerb deg chld in oth dis","Cerebral degeneration of childhood in other diseases classified elsewhere"
"3911",3605,"3308","Cereb degen in child NEC","Other specified cerebral degenerations in childhood"
"3912",3606,"3309","Cereb degen in child NOS","Unspecified cerebral degeneration in childhood"
"3913",3607,"3310","Alzheimer's disease","Alzheimer's disease"
"3914",3608,"33111","Pick's disease","Pick's disease"
"3915",3609,"33119","Frontotemp dementia NEC","Other frontotemporal dementia"
"3916",3610,"3312","Senile degenerat brain","Senile degeneration of brain"
"3917",3611,"3313","Communicat hydrocephalus","Communicating hydrocephalus"
"3918",3612,"3314","Obstructiv hydrocephalus","Obstructive hydrocephalus"
"3919",3613,"3315","Norml pressure hydroceph","Idiopathic normal pressure hydrocephalus (INPH)"
"3920",3614,"3316","Corticobasal degneration","Corticobasal degeneration"
"3921",3615,"3317","Cereb degen in oth dis","Cerebral degeneration in diseases classified elsewhere"
"3922",3616,"33181","Reye's syndrome","Reye's syndrome"
"3923",3617,"33182","Dementia w Lewy bodies","Dementia with lewy bodies"
"3924",3618,"33183","Mild cognitive impairemt","Mild cognitive impairment, so stated"
"3925",3619,"33189","Cereb degeneration NEC","Other cerebral degeneration"
"3926",3620,"3319","Cereb degeneration NOS","Cerebral degeneration, unspecified"
"3927",3621,"3320","Paralysis agitans","Paralysis agitans"
"3928",3622,"36830","Binocular vision dis NOS","Binocular vision disorder, unspecified"
"3929",3623,"36831","Binocular vis suppress","Suppression of binocular vision"
"3930",3624,"36832","Visual percept w/o fusn","Simultaneous visual perception without fusion"
"3931",3625,"36833","Fusion w def stereopsis","Fusion with defective stereopsis"
"3932",3626,"36834","Abn retina correspond","Abnormal retinal correspondence"
"3933",3627,"36840","Visual field defect NOS","Visual field defect, unspecified"
"3934",3628,"36841","Central scotoma","Scotoma involving central area"
"3935",3629,"36842","Scotoma of blind spot","Scotoma of blind spot area"
"3936",3630,"36843","Sector or arcuate defect","Sector or arcuate visual field defects"
"3937",3631,"36844","Visual field defect NEC","Other localized visual field defect"
"3938",3632,"36845","Gen visual contraction","Generalized visual field contraction or constriction"
"3939",3633,"36846","Homonymous hemianopsia","Homonymous bilateral field defects"
"3940",3634,"36847","Heteronymous hemianopsia","Heteronymous bilateral field defects"
"3941",3635,"36851","Protan defect","Protan defect"
"3942",3636,"36852","Deutan defect","Deutan defect"
"3943",3637,"36853","Tritan defect","Tritan defect"
"3944",3638,"36854","Achromatopsia","Achromatopsia"
"3945",3639,"36855","Acq color deficiency","Acquired color vision deficiencies"
"3946",3640,"36859","Color deficiency NEC","Other color vision deficiencies"
"3947",3641,"36860","Night blindness NOS","Night blindness, unspecified"
"3948",3642,"36861","Congen night blindness","Congenital night blindness"
"3949",3643,"36862","Acquired night blindness","Acquired night blindness"
"3950",3644,"36863","Abn dark adaptat curve","Abnormal dark adaptation curve"
"3951",3645,"36869","Night blindness NEC","Other night blindness"
"3952",3646,"3688","Visual disturbances NEC","Other specified visual disturbances"
"3953",3647,"3689","Visual disturbance NOS","Unspecified visual disturbance"
"3954",3648,"36900","Both eyes blind-who def","Profound impairment, both eyes, impairment level not further specified"
"3955",3649,"36901","Tot impairment-both eyes","Better eye: total vision impairment; lesser eye: total vision impairment"
"3956",3650,"36902","One eye-near tot/oth-NOS","Better eye: near-total vision impairment; lesser eye: not further specified"
"3957",3651,"36903","One eye-near tot/oth-tot","Better eye: near-total vision impairment; lesser eye: total vision impairment"
"3958",3652,"36904","Near-tot impair-both eye","Better eye: near-total vision impairment; lesser eye: near-total vision impairment"
"3959",3653,"36905","One eye-profound/oth-NOS","Better eye: profound vision impairment; lesser eye: not further specified"
"3960",3654,"36906","One eye-profound/oth-tot","Better eye: profound vision impairment; lesser eye: total vision impairment"
"3961",3655,"36907","One eye-prfnd/oth-nr tot","Better eye: profound vision impairment; lesser eye: near-total vision impairment"
"3962",3656,"36908","Profound impair both eye","Better eye: profound vision impairment; lesser eye: profound vision impairment"
"3963",3657,"36910","Blindness/low vision","Moderate or severe impairment, better eye, impairment level not further specified"
"3964",3658,"36911","1 eye-sev/oth-blind NOS","Better eye: severe vision impairment; lesser eye: blind, not further specified"
"3965",3659,"36912","One eye-severe/oth-total","Better eye: severe vision impairment; lesser eye: total vision impairment"
"3966",3660,"36913","One eye-sev/oth-near tot","Better eye: severe vision impairment; lesser eye: near-total vision impairment"
"3967",3661,"36914","One eye-sev/oth-prfnd","Better eye: severe vision impairment; lesser eye: profound vision impairment"
"3968",3662,"36915","One eye-mod/oth-blind","Better eye: moderate vision impairment; lesser eye: blind, not further specified"
"3969",3663,"36916","One eye-moderate/oth-tot","Better eye: moderate vision impairment; lesser eye: total vision impairment"
"3970",3664,"36917","One eye-mod/oth-near tot","Better eye: moderate vision impairment; lesser eye: near-total vision impairment"
"3971",3665,"36918","One eye-mod/oth-profound","Better eye: moderate vision impairment; lesser eye: profound vision impairment"
"3972",3666,"36920","Low vision, 2 eyes NOS","Moderate or severe impairment, both eyes, impairment level not further specified"
"3973",3667,"36921","One eye-severe/oth-NOS","Better eye: severe vision impairment; lesser eye; impairment not further specified"
"3974",3668,"36922","Severe impair-both eyes","Better eye: severe vision impairment; lesser eye: severe vision impairment"
"3975",3669,"36923","One eye-moderate/oth-NOS","Better eye: moderate vision impairment; lesser eye: impairment not further specified"
"3976",3670,"36924","One eye-moderate/oth-sev","Better eye: moderate vision impairment; lesser eye: severe vision impairment"
"3977",3671,"36925","Moderate impair-both eye","Better eye: moderate vision impairment; lesser eye: moderate vision impairment"
"3978",3672,"3693","Blindness NOS, both eyes","Unqualified visual loss, both eyes"
"3979",3673,"3694","Legal blindness-usa def","Legal blindness, as defined in U.S.A."
"3980",3674,"36960","Blindness, one eye","Profound impairment, one eye, impairment level not further specified"
"3981",3675,"36961","One eye-total/oth-unknwn","One eye: total vision impairment; other eye: not specified"
"3982",3676,"36962","One eye-tot/oth-near nor","One eye: total vision impairment; other eye: near-normal vision"
"3983",3677,"36963","One eye-total/oth-normal","One eye: total vision impairment; other eye: normal vision"
"3984",3678,"36964","One eye-near tot/oth-NOS","One eye: near-total vision impairment; other eye: vision not specified"
"3985",3679,"36965","Near-tot imp/near-normal","One eye: near-total vision impairment; other eye: near-normal vision"
"3986",3680,"36966","Near-total impair/normal","One eye: near-total vision impairment; other eye: normal vision"
"3987",3681,"36967","One eye-prfound/oth-unkn","One eye: profound vision impairment; other eye: vision not specified"
"3988",3682,"36968","Profnd impair/near norm","One eye: profound vision impairment; other eye: near-normal vision"
"3989",3683,"36969","Profound impair/normal","One eye: profound vision impairment; other eye: normal vision"
"3990",3684,"36970","Low vision, one eye","Moderate or severe impairment, one eye, impairment level not further specified"
"3991",3685,"36971","One eye-severe/oth-unknw","One eye: severe vision impairment; other eye: vision not specified"
"3992",3686,"36972","One eye-sev/oth-nr norm","One eye: severe vision impairment; other eye: near-normal vision"
"3993",3687,"36973","One eye-severe/oth-norm","One eye: severe vision impairment; other eye: normal vision"
"3994",3688,"36974","One eye-mod/other-unknwn","One eye: moderate vision impairment; other eye: vision not specified"
"3995",3689,"36975","One eye-mod/oth-nr norm","One eye: moderate vision impairment; other eye: near-normal vision"
"3996",3690,"36976","One eye-mod/oth normal","One eye: moderate vision impairment; other eye: normal vision"
"3997",3691,"3698","Visual loss, one eye NOS","Unqualified visual loss, one eye"
"3998",3692,"3699","Visual loss NOS","Unspecified visual loss"
"3999",3693,"37000","Corneal ulcer NOS","Corneal ulcer, unspecified"
"4000",3694,"37001","Marginal corneal ulcer","Marginal corneal ulcer"
"4001",3695,"37002","Ring corneal ulcer","Ring corneal ulcer"
"4002",3696,"37003","Central corneal ulcer","Central corneal ulcer"
"4003",3697,"37004","Hypopyon ulcer","Hypopyon ulcer"
"4004",3698,"37005","Mycotic corneal ulcer","Mycotic corneal ulcer"
"4005",3699,"37006","Perforated corneal ulcer","Perforated corneal ulcer"
"4006",3700,"37007","Mooren's ulcer","Mooren's ulcer"
"4007",3701,"37020","Superfic keratitis NOS","Superficial keratitis, unspecified"
"4008",3702,"37021","Punctate keratitis","Punctate keratitis"
"4009",3703,"37022","Macular keratitis","Macular keratitis"
"4010",3704,"37023","Filamentary keratitis","Filamentary keratitis"
"4011",3705,"37024","Photokeratitis","Photokeratitis"
"4012",3706,"37031","Phlycten keratoconjunct","Phlyctenular keratoconjunctivitis"
"4013",3707,"37032","Limbar keratoconjunctiv","Limbar and corneal involvement in vernal conjunctivitis"
"4014",3708,"37033","Keratoconjunctivit sicca","Keratoconjunctivitis sicca, not specified as Sjogren's"
"4015",3709,"37034","Expsure keratoconjunctiv","Exposure keratoconjunctivitis"
"4016",3710,"37035","Neurotroph keratoconjunc","Neurotrophic keratoconjunctivitis"
"4017",3711,"37040","Keratoconjunctivitis NOS","Keratoconjunctivitis, unspecified"
"4018",3712,"37044","Keratitis in exanthema","Keratitis or keratoconjunctivitis in exanthema"
"4019",3713,"37049","Keratoconjunctivitis NEC","Other keratoconjunctivitis"
"4020",3714,"37050","Interstit keratitis NOS","Interstitial keratitis, unspecified"
"4021",3715,"37052","Diffus interstit keratit","Diffuse interstitial keratitis"
"4022",3716,"37054","Sclerosing keratitis","Sclerosing keratitis"
"4023",3717,"37055","Corneal abscess","Corneal abscess"
"4024",3718,"37059","Interstit keratitis NEC","Other interstitial and deep keratitis"
"4025",3719,"37060","Cornea neovasculariz NOS","Corneal neovascularization, unspecified"
"4026",3720,"37061","Local vasculariza cornea","Localized vascularization of cornea"
"4027",3721,"37062","Corneal pannus","Pannus (corneal)"
"4028",3722,"37063","Deep vasculariza cornea","Deep vascularization of cornea"
"4029",3723,"37064","Corneal ghost vessels","Ghost vessels (corneal)"
"4030",3724,"3708","Keratitis NEC","Other forms of keratitis"
"4031",3725,"3709","Keratitis NOS","Unspecified keratitis"
"4032",3726,"37100","Corneal opacity NOS","Corneal opacity, unspecified"
"4033",3727,"37101","Minor opacity of cornea","Minor opacity of cornea"
"4034",3728,"37102","Periph opacity of cornea","Peripheral opacity of cornea"
"4035",3729,"37103","Central opacity, cornea","Central opacity of cornea"
"4036",3730,"37104","Adherent leucoma","Adherent leucoma"
"4037",3731,"37105","Phthisical cornea","Phthisical cornea"
"4038",3732,"37110","Corneal deposit NOS","Corneal deposit, unspecified"
"4039",3733,"37111","Ant cornea pigmentation","Anterior corneal pigmentations"
"4040",3734,"37112","Stromal cornea pigment","Stromal corneal pigmentations"
"4041",3735,"37113","Post cornea pigmentation","Posterior corneal pigmentations"
"4042",3736,"37114","Kayser-fleischer ring","Kayser-Fleischer ring"
"4043",3737,"37115","Oth deposit w metab dis","Other corneal deposits associated with metabolic disorders"
"4044",3738,"37116","Argentous cornea deposit","Argentous corneal deposits"
"4045",3739,"37120","Corneal edema NOS","Corneal edema, unspecified"
"4046",3740,"37121","Idiopathic corneal edema","Idiopathic corneal edema"
"4047",3741,"37122","Secondary corneal edema","Secondary corneal edema"
"4048",3742,"37123","Bullous keratopathy","Bullous keratopathy"
"4049",3743,"37124","Edema d/t contact lens","Corneal edema due to wearing of contact lenses"
"4050",3744,"37130","Cornea memb change NOS","Corneal membrane change, unspecified"
"4051",3745,"37131","Fold of bowman membrane","Folds and rupture of bowman's membrane"
"4052",3746,"37132","Fold in descemet membran","Folds in descemet's membrane"
"4053",3747,"37133","Rupture descemet membran","Rupture in descemet's membrane"
"4054",3748,"37140","Corneal degeneration NOS","Corneal degeneration, unspecified"
"4055",3749,"37141","Senile corneal changes","Senile corneal changes"
"4056",3750,"37142","Recurrent cornea erosion","Recurrent erosion of cornea"
"4057",3751,"37143","Band-shaped keratopathy","Band-shaped keratopathy"
"4058",3752,"37144","Calcer cornea degen NEC","Other calcerous degenerations of cornea"
"4059",3753,"37145","Keratomalacia NOS","Keratomalacia NOS"
"4060",3754,"37146","Nodular cornea degen","Nodular degeneration of cornea"
"4061",3755,"37148","Peripheral cornea degen","Peripheral degenerations of cornea"
"4062",3756,"37149","Cornea degeneration NEC","Other corneal degenerations"
"4063",3757,"37150","Corneal dystrophy NOS","Hereditary corneal dystrophy, unspecified"
"4064",3758,"37151","Juv epith cornea dystrph","Juvenile epithelial corneal dystrophy"
"4065",3759,"37152","Ant cornea dystrophy NEC","Other anterior corneal dystrophies"
"4066",3760,"37153","Granular cornea dystrphy","Granular corneal dystrophy"
"4067",3761,"37154","Lattice cornea dystrophy","Lattice corneal dystrophy"
"4068",3762,"37155","Macular cornea dystrophy","Macular corneal dystrophy"
"4069",3763,"37156","Strom cornea dystrph NEC","Other stromal corneal dystrophies"
"4070",3764,"37157","Endothel cornea dystrphy","Endothelial corneal dystrophy"
"4071",3765,"37158","Post cornea dystrphy NEC","Other posterior corneal dystrophies"
"4072",3766,"37160","Keratoconus NOS","Keratoconus, unspecified"
"4073",3767,"37161","Keratoconus, stable","Keratoconus, stable condition"
"4074",3768,"37162","Keratoconus, ac hydrops","Keratoconus, acute hydrops"
"4075",3769,"37170","Corneal deformity NOS","Corneal deformity, unspecified"
"4076",3770,"37171","Corneal ectasia","Corneal ectasia"
"4077",3771,"37172","Descemetocele","Descemetocele"
"4078",3772,"37173","Corneal staphyloma","Corneal staphyloma"
"4079",3773,"37181","Corneal anesthesia","Corneal anesthesia and hypoesthesia"
"4080",3774,"37182","Corneal dsdr contct lens","Corneal disorder due to contact lens"
"4081",3775,"37189","Corneal disorder NEC","Other corneal disorders"
"4082",3776,"3719","Corneal disorder NOS","Unspecified corneal disorder"
"4083",3777,"37200","Acute conjunctivitis NOS","Acute conjunctivitis, unspecified"
"4084",3778,"37201","Serous conjunctivitis","Serous conjunctivitis, except viral"
"4085",3779,"37202","Ac follic conjunctivitis","Acute follicular conjunctivitis"
"4086",3780,"37203","Mucopur conjunctivit NEC","Other mucopurulent conjunctivitis"
"4087",3781,"37204","Pseudomemb conjunctivit","Pseudomembranous conjunctivitis"
"4088",3782,"37205","Ac atopic conjunctivitis","Acute atopic conjunctivitis"
"4089",3783,"37206","Ac chem conjunctivitis","Acute chemical conjunctivitis"
"4090",3784,"37210","Chr conjunctivitis NOS","Chronic conjunctivitis, unspecified"
"4091",3785,"37211","Simpl chr conjunctivitis","Simple chronic conjunctivitis"
"4092",3786,"37212","Chr follic conjunctivit","Chronic follicular conjunctivitis"
"4093",3787,"3523","Pneumogastric nerve dis","Disorders of pneumogastric [10th] nerve"
"4094",3788,"3524","Accessory nerve disorder","Disorders of accessory [11th] nerve"
"4095",3789,"3525","Hypoglossal nerve dis","Disorders of hypoglossal [12th] nerve"
"4096",3790,"3526","Mult cranial nerve palsy","Multiple cranial nerve palsies"
"4097",3791,"3529","Cranial nerve dis NOS","Unspecified disorder of cranial nerves"
"4098",3792,"3530","Brachial plexus lesions","Brachial plexus lesions"
"4099",3793,"3531","Lumbosacral plex lesion","Lumbosacral plexus lesions"
"4100",3794,"3532","Cervical root lesion NEC","Cervical root lesions, not elsewhere classified"
"4101",3795,"3533","Thoracic root lesion NEC","Thoracic root lesions, not elsewhere classified"
"4102",3796,"3534","Lumbsacral root les NEC","Lumbosacral root lesions, not elsewhere classified"
"4103",3797,"3535","Neuralgic amyotrophy","Neuralgic amyotrophy"
"4104",3798,"3536","Phantom limb (syndrome)","Phantom limb (syndrome)"
"4105",3799,"3538","Nerv root/plexus dis NEC","Other nerve root and plexus disorders"
"4106",3800,"3539","Nerv root/plexus dis NOS","Unspecified nerve root and plexus disorder"
"4107",3801,"3540","Carpal tunnel syndrome","Carpal tunnel syndrome"
"4108",3802,"3541","Median nerve lesion NEC","Other lesion of median nerve"
"4109",3803,"3542","Ulnar nerve lesion","Lesion of ulnar nerve"
"4110",3804,"3543","Radial nerve lesion","Lesion of radial nerve"
"4111",3805,"3544","Causalgia upper limb","Causalgia of upper limb"
"4112",3806,"3545","Mononeuritis multiplex","Mononeuritis multiplex"
"4113",3807,"3548","Mononeuritis arm NEC","Other mononeuritis of upper limb"
"4114",3808,"3549","Mononeuritis arm NOS","Mononeuritis of upper limb, unspecified"
"4115",3809,"3550","Sciatic nerve lesion","Lesion of sciatic nerve"
"4116",3810,"3551","Meralgia paresthetica","Meralgia paresthetica"
"4117",3811,"3552","Femoral nerve lesion NEC","Other lesion of femoral nerve"
"4118",3812,"3553","Lat popliteal nerve les","Lesion of lateral popliteal nerve"
"4119",3813,"3554","Med popliteal nerve les","Lesion of medial popliteal nerve"
"4120",3814,"3555","Tarsal tunnel syndrome","Tarsal tunnel syndrome"
"4121",3815,"3556","Plantar nerve lesion","Lesion of plantar nerve"
"4122",3816,"35571","Causalgia lower limb","Causalgia of lower limb"
"4123",3817,"35579","Oth mononeur lower limb","Other mononeuritis of lower limb"
"4124",3818,"3558","Mononeuritis leg NOS","Mononeuritis of lower limb, unspecified"
"4125",3819,"3559","Mononeuritis NOS","Mononeuritis of unspecified site"
"4126",3820,"3560","Hered periph neuropathy","Hereditary peripheral neuropathy"
"4127",3821,"3561","Peroneal muscle atrophy","Peroneal muscular atrophy"
"4128",3822,"3562","Hered sensory neuropathy","Hereditary sensory neuropathy"
"4129",3823,"3563","Refsum's disease","Refsum's disease"
"4130",3824,"3564","Idio prog polyneuropathy","Idiopathic progressive polyneuropathy"
"4131",3825,"3568","Idio periph neurpthy NEC","Other specified idiopathic peripheral neuropathy"
"4132",3826,"3569","Idio periph neurpthy NOS","Unspecified hereditary and idiopathic peripheral neuropathy"
"4133",3827,"3570","Ac infect polyneuritis","Acute infective polyneuritis"
"4134",3828,"3571","Neurpthy in col vasc dis","Polyneuropathy in collagen vascular disease"
"4135",3829,"3572","Neuropathy in diabetes","Polyneuropathy in diabetes"
