PracticeCode,Practice name,CCGCode,ListSize,AF,AFAchievement,BPAchievement,CVD,CVDAchievement,CHD,CHDAchievemen,HF,HFAchievement,HYP,HYPAchievement,PAD,PAdAchievement
C88057,CROOKES VALLEY MEDICAL CENTRE,E38000146,2271,32,100.00,81.53,13,100.00,88,99.34,29,100.00,283,100.00,14,100.00
C88059,HAROLD STREET MEDICAL CENTRE,E38000146,1442,16,100.00,97.20,13,100.00,56,100.00,12,100.00,277,100.00,12,100.00
C88060,SHARROW LANE MEDICAL CENTRE,E38000146,3889,30,100.00,100.00,10,100.00,145,96.91,23,100.00,401,100.00,13,100.00
C88061,BENTS GREEN SURGERY,E38000146,2563,79,72.41,100.00,14,0.00,97,92.00,4,68.97,396,100.00,17,66.67
C88062,RUSTLINGS ROAD MEDICAL CENTRE,E38000146,4520,58,100.00,100.00,14,100.00,84,97.29,24,100.00,458,100.00,12,99.33
C88068,TOTLEY RISE MEDICAL CENTRE,E38000146,3135,75,100.00,100.00,23,0.00,95,75.29,37,100.00,430,96.92,11,72.17
C88069,CLOVER GROUP PRACTICE,E38000146,16621,192,100.00,100.00,83,100.00,580,90.91,169,100.00,1860,100.00,117,100.00
C88070,SHIREGREEN MEDICAL CENTRE,E38000146,7652,97,100.00,100.00,32,100.00,283,99.17,69,100.00,993,100.00,59,100.00
C88072,WOODHOUSE MEDICAL CENTRE,E38000146,12636,348,100.00,100.00,66,100.00,720,97.31,222,100.00,2166,100.00,137,100.00
C88073,HEELEY GREEN SURGERY,E38000146,5292,95,100.00,100.00,27,100.00,191,95.31,73,100.00,668,100.00,56,100.00
C88074,DEEPCAR MEDICAL CENTRE,E38000146,4996,87,100.00,100.00,24,100.00,224,97.71,51,100.00,877,100.00,42,100.00
C88076,DEVONSHIRE GREEN MEDICAL CENTRE,E38000146,6481,78,100.00,80.93,21,100.00,156,100.00,39,100.00,616,100.00,49,100.00
C88077,THE HEALTH CARE SURGERY,E38000146,4877,91,100.00,100.00,20,100.00,206,100.00,50,100.00,755,100.00,47,100.00
C88078,MOSBOROUGH HEALTH CENTRE,E38000146,6525,139,100.00,100.00,43,100.00,257,100.00,77,100.00,1032,100.00,44,100.00
C88079,CROOKES PRACTICE,E38000146,7597,98,100.00,89.60,18,100.00,164,100.00,43,100.00,679,100.00,31,97.17
C88082,CARRFIELD MEDICAL CENTRE,E38000146,1212,28,100.00,100.00,21,100.00,51,97.71,29,100.00,238,100.00,18,100.00
C88083,SELBORNE ROAD MEDICAL CENTRE,E38000146,2859,59,100.00,100.00,7,0.00,99,93.14,37,91.38,420,100.00,24,92.00
C88084,DARNALL HEALTH CENTRE (MEHROTRA),E38000146,3379,50,100.00,100.00,53,100.00,167,93.46,51,100.00,618,100.00,36,100.00
C88085,RICHMOND MEDICAL CENTRE,E38000146,8108,149,100.00,100.00,34,100.00,385,97.57,102,100.00,1137,100.00,76,100.00
C88086,SOUTHEY GREEN MEDICAL CTR,E38000146,2935,53,100.00,100.00,41,100.00,131,100.00,35,100.00,448,100.00,29,100.00
C88087,DOVERCOURT GROUP PRACTICE,E38000146,4779,87,100.00,100.00,14,0.00,182,100.00,68,100.00,716,100.00,47,100.00
C88088,EAST BANK MEDICAL CENTRE,E38000146,5120,78,100.00,100.00,27,100.00,196,97.11,56,100.00,726,100.00,54,100.00
C88090,MANOR PARK MEDICAL CENTRE,E38000146,4605,76,100.00,100.00,25,100.00,180,81.86,66,100.00,575,86.73,54,82.67
C88091,BARNSLEY ROAD SURGERY,E38000146,2752,48,100.00,100.00,26,100.00,113,99.17,19,100.00,472,100.00,16,97.83
C88092,VALLEY MEDICAL CENTRE,E38000146,9545,285,100.00,97.47,34,100.00,459,85.03,135,94.93,1651,95.85,80,92.83
C88095,MILL ROAD SURGERY,E38000146,5255,145,100.00,100.00,32,100.00,277,97.51,73,89.24,983,100.00,37,100.00
C88096,HACKENTHORPE MEDICAL CENTRE,E38000146,6655,112,100.00,100.00,35,100.00,315,95.09,84,100.00,1032,100.00,61,96.83
C88622,SHEFFIELD MEDICAL CENTRE,E38000146,1654,8,100.00,100.00,6,0.00,56,95.40,19,82.59,239,100.00,16,91.33
C88626,MANOR TOP MEDICAL CENTRE (READ),E38000146,1576,37,58.62,100.00,30,100.00,112,80.26,16,78.03,354,90.58,41,65.00
C88627,UNIVERSITY HEALTH SERVICE HEALTH CENTRE,E38000146,28895,2,100.00,100.00,9,0.00,3,100.00,1,13.79,52,100.00,0,0.00
C88631,VERITAS HEALTH CENTRE,E38000146,1413,26,100.00,95.33,7,0.00,70,100.00,22,100.00,244,100.00,9,100.00
C88638,MANOR TOP MEDICAL CENTRE,E38000146,1429,32,77.24,100.00,8,100.00,81,89.23,23,96.55,232,100.00,17,100.00
C88643,DUNNINC ROAD SURGERY,E38000146,3106,33,99.07,100.00,59,100.00,112,89.03,31,87.69,481,100.00,59,85.67
C88647,OWLTHORPE MEDICAL CENTRE,E38000146,3418,61,100.00,100.00,19,100.00,144,100.00,48,100.00,609,100.00,28,100.00
C88648,CRYSTAL PEAKS MEDICAL CENTRE,E38000146,6754,124,100.00,100.00,38,86.70,302,98.83,56,100.00,1336,100.00,38,100.00
C88652,GREYSTONES MEDICAL CENTRE,E38000146,3291,45,100.00,83.13,2,0.00,68,99.71,27,100.00,322,100.00,8,100.00
C88655,THE MEDICAL CENTRE DR OKORIE,E38000146,1293,7,100.00,100.00,14,0.00,33,100.00,7,68.83,154,79.31,3,51.17
C88656,STANNINGTON MEDICAL CENTRE,E38000146,2982,105,100.00,100.00,13,0.00,172,100.00,59,100.00,492,100.00,25,100.00
Y02566,SHEFFIELD CITY GP HC (REG),E38000146,4758,3,100.00,95.13,16,100.00,20,100.00,10,100.00,147,100.00,3,84.50
Y04887,WESTFIELD HEALTH CENTRE,E38000146,1709,26,100.00,92.07,7,0.00,91,88.40,14,84.31,207,100.00,14,77.50
B81036,POCKLINGTON GROUP PRACTICE,E38000188,15228,390,100.00,91.40,102,100.00,600,86.89,104,100.00,2268,92.73,91,90.50
B82002,MILLFIELD SURGERY,E38000188,7190,172,100.00,100.00,42,100.00,282,100.00,73,100.00,946,100.00,41,100.00
B82003,PETERGATE SURGERY,E38000188,6423,81,100.00,91.07,41,100.00,157,90.66,38,100.00,681,100.00,36,100.00
B82005,PRIORY MEDICAL GROUP,E38000188,54589,856,100.00,100.00,187,100.00,"1,682",100.00,354,100.00,6564,100.00,396,100.00
B82006,CLIFTON MEDICAL PRACTICE,E38000188,5095,79,100.00,100.00,20,100.00,181,97.89,30,100.00,622,100.00,41,99.33
B82018,ESCRICK SURGERY,E38000188,6014,118,100.00,96.20,60,100.00,202,96.26,34,100.00,814,100.00,33,100.00
B82021,DALTON TERRACE SURGERY,E38000188,7503,146,100.00,100.00,72,100.00,251,100.00,44,100.00,1148,100.00,52,100.00
B82026,HAXBY GROUP PRACTICE,E38000188,19911,503,100.00,100.00,143,100.00,945,99.91,258,100.00,3574,92.58,142,100.00
B82031,SHERBURN GROUP PRACTICE,E38000188,8862,164,100.00,97.80,74,100.00,309,96.29,67,100.00,1131,100.00,64,99.33
B82033,PICKERING MEDICAL PRACTICE,E38000188,10455,264,100.00,100.00,65,100.00,500,100.00,125,100.00,2108,100.00,116,100.00
B82041,BEECH TREE SURGERY,E38000188,15822,348,100.00,98.07,73,100.00,614,100.00,104,100.00,2334,100.00,117,100.00
B82047,UNITY HEALTH,E38000188,23039,114,100.00,83.47,31,100.00,202,77.97,56,100.00,839,70.50,57,85.17
B82064,TOLLERTON SURGERY,E38000188,3315,57,100.00,100.00,30,100.00,105,100.00,26,100.00,476,100.00,13,100.00
B82068,HELMSLEY SURGERY,E38000188,3164,74,100.00,100.00,31,100.00,153,100.00,51,100.00,552,100.00,36,100.00
B82071,THE OLD SCHOOL MEDICAL PRACTICE,E38000188,7341,101,100.00,100.00,28,100.00,240,94.54,34,98.10,1141,100.00,46,100.00
B82073,SOUTH MILFORD SURGERY,E38000188,9719,182,100.00,95.20,75,100.00,417,96.80,83,100.00,1428,99.35,75,98.83
B82074,POSTERNGATE SURGERY,E38000188,15979,355,100.00,100.00,84,100.00,681,100.00,117,100.00,2257,100.00,105,100.00
B82077,KIRKBYMOORSIDE SURGERY,E38000188,5950,172,100.00,100.00,30,100.00,288,100.00,78,100.00,1082,100.00,54,100.00
B82079,STILLINGTON SURGERY,E38000188,3260,68,100.00,100.00,27,100.00,140,100.00,18,100.00,616,100.00,19,100.00
B82080,MY HEALTH GROUP,E38000188,18202,421,100.00,93.40,75,100.00,673,91.74,100,98.62,2613,100.00,165,97.67
B82081,ELVINGTON MEDICAL PRACTICE,E38000188,7210,176,100.00,95.73,43,100.00,287,100.00,70,100.00,1052,100.00,101,100.00
B82083,YORK MEDICAL GROUP,E38000188,32359,490,100.00,99.13,127,100.00,968,78.23,191,94.48,3509,88.88,186,98.00
B82095,BEECH GROVE MEDICAL PRACTICE,E38000188,3955,72,100.00,100.00,22,0.00,144,94.66,28,100.00,564,93.54,71,100.00
B82097,SCOTT ROAD MEDICAL CENTRE,E38000188,11012,124,100.00,93.07,75,100.00,317,100.00,49,100.00,1267,100.00,66,99.83
B82098,JORVIK GILLYGATE PRACTICE,E38000188,20517,306,100.00,88.80,86,100.00,556,91.69,147,100.00,2051,100.00,168,98.17
B82100,FRONT STREET SURGERY,E38000188,4266,73,100.00,100.00,13,100.00,170,100.00,22,100.00,703,100.00,30,100.00
B82103,EAST PARADE MEDICAL PRACTICE,E38000188,2098,47,100.00,97.00,14,100.00,74,98.37,11,100.00,362,100.00,16,100.00
B82105,TADCASTER MEDICAL CENTRE,E38000188,8427,212,72.62,100.00,16,100.00,377,94.94,67,87.07,1421,100.00,85,96.00
B82619,TERRINGTON SURGERY,E38000188,1040,26,100.00,100.00,5,100.00,51,100.00,12,100.00,198,100.00,2,100.00
B87001,MIDDLESTOWN,E38000190,7723,158,100.00,100.00,45,100.00,353,94.49,59,100.00,1283,100.00,66,100.00
B87002,ORCHARD CROFT,E38000190,11720,223,100.00,100.00,6,100.00,498,100.00,93,100.00,1548,100.00,88,100.00
B87003,COLLEGE LANE,E38000190,9077,179,100.00,100.00,42,100.00,419,100.00,104,100.00,1389,100.00,82,100.00
B87004,WARRENGATE MEDICAL CENTRE,E38000190,8684,138,100.00,100.00,41,100.00,276,93.83,57,100.00,1280,100.00,92,99.33
B87005,RIVERSIDE MEDICAL CENTRE,E38000190,10766,217,100.00,100.00,101,100.00,489,88.94,92,100.00,1832,98.31,76,90.50
B87006,DR SP SINGH AND PARTNERS,E38000190,9418,206,100.00,100.00,83,100.00,532,97.06,95,100.00,1622,100.00,72,99.50
B87007,NORTHGATE,E38000190,11422,219,100.00,100.00,62,100.00,484,100.00,109,100.00,1672,100.00,85,100.00
B87008,LUPSET HEALTH CENTRE,E38000190,13256,241,100.00,100.00,45,100.00,601,95.34,93,100.00,1865,100.00,92,100.00
B87009,DRS ROBERTS AND WAKEFIELD,E38000190,6298,130,100.00,100.00,37,100.00,328,95.23,67,100.00,1290,100.00,73,100.00
B87011,FRIARWOOD SURGERY,E38000190,13073,289,100.00,100.00,72,100.00,599,94.37,67,100.00,2037,100.00,115,97.00
B87012,MAYBUSH MEDICAL CENTRE,E38000190,9541,136,100.00,100.00,58,100.00,318,100.00,62,100.00,1275,100.00,41,100.00
B87013,OUTWOOD PARK MEDICAL CENTRE,E38000190,13183,267,98.07,96.40,89,100.00,533,98.60,67,100.00,2054,87.62,86,100.00
B87015,STUART ROAD,E38000190,8523,117,100.00,95.87,54,100.00,344,68.49,40,95.24,1384,79.12,80,80.50
B87016,WHITE ROSE SURGERY,E38000190,21762,326,100.00,100.00,158,100.00,787,98.54,173,100.00,3015,100.00,179,100.00
B87017,ALMSHOUSE,E38000190,12822,247,100.00,100.00,66,100.00,524,90.23,135,100.00,1841,100.00,96,99.50
B87018,HENRY MOORE CLINIC,E38000190,10357,166,100.00,100.00,78,100.00,403,84.91,64,100.00,1534,100.00,68,94.83
B87019,STANLEY,E38000190,7522,134,100.00,97.13,21,100.00,290,81.86,48,100.00,1036,100.00,53,91.00
B87020,CHAPELTHORPE,E38000190,11952,270,100.00,99.67,65,100.00,489,100.00,100,100.00,1761,100.00,104,99.83
B87021,ASH GROVE,E38000190,13194,233,100.00,98.93,65,100.00,642,93.09,126,100.00,2422,94.65,115,97.00
B87022,HOMESTEAD,E38000190,6148,86,100.00,100.00,35,100.00,218,100.00,44,100.00,715,100.00,46,100.00
B87023,ELIZABETH COURT,E38000190,14819,208,100.00,100.00,61,100.00,619,100.00,75,100.00,2308,100.00,96,100.00
B87025,CASTLEFORD MEDICAL PRACTICE,E38000190,5586,94,100.00,98.33,13,100.00,273,97.29,28,100.00,942,100.00,30,100.00
B87026,THE GRANGE,E38000190,14761,301,100.00,100.00,8,100.00,822,95.20,143,100.00,2512,100.00,201,99.67
B87027,NEW SOUTHGATE,E38000190,11827,219,100.00,100.00,50,100.00,479,96.54,76,100.00,1827,100.00,81,100.00
B87028,CROFTON AND SHARLSTON MED PRAC,E38000190,10232,199,100.00,100.00,50,100.00,431,100.00,55,100.00,1570,100.00,89,100.00
B87029,GROVE,E38000190,9116,157,100.00,100.00,56,100.00,331,100.00,70,100.00,1293,100.00,80,100.00
B87030,FERRYBRIDGE,E38000190,9848,184,100.00,100.00,55,100.00,448,99.86,86,100.00,1909,100.00,74,100.00
B87031,CHURCH STREET SURGERY,E38000190,11789,234,100.00,91.73,50,100.00,479,100.00,108,100.00,1729,100.00,101,100.00
B87032,STATION LANE,E38000190,6641,109,100.00,97.47,27,100.00,250,92.74,45,100.00,854,100.00,46,97.83
B87033,NEWLAND SURGERY,E38000190,3736,51,100.00,100.00,34,100.00,193,98.00,22,100.00,679,100.00,48,100.00
B87036,DR DP DIGGLE & DR RE PHILLIPS,E38000190,3891,72,100.00,100.00,13,100.00,203,100.00,41,100.00,578,100.00,30,100.00
B87039,KINGS MEDICAL PRACTICE,E38000190,13330,180,100.00,100.00,80,100.00,432,100.00,58,100.00,1824,100.00,108,96.83
B87040,PROSPECT SURGERY,E38000190,8049,129,100.00,100.00,42,100.00,280,99.23,43,100.00,1303,100.00,59,100.00
B87041,PARK VIEW SURGERY,E38000190,2736,35,100.00,100.00,22,100.00,103,100.00,13,100.00,503,100.00,22,100.00
B87042,TIEVE TARA,E38000190,5230,73,100.00,98.73,26,100.00,188,95.51,32,92.17,653,100.00,41,98.17
B87044,ALVERTHORPE,E38000190,2753,57,100.00,100.00,12,100.00,135,100.00,33,100.00,344,100.00,32,100.00
B87600,QUEEN STREET,E38000190,2397,45,100.00,98.60,12,100.00,114,98.66,20,100.00,407,96.65,25,94.50
B87602,PATIENCE LANE,E38000190,2337,37,88.59,100.00,24,100.00,115,94.91,12,29.31,461,100.00,15,94.17
B87604,EASTMOOR HEALTH CENTRE,E38000190,2743,37,94.48,100.00,18,53.30,128,96.03,24,100.00,410,100.00,36,100.00
Y02509,LCD WAKEFIELD,E38000190,2763,6,100.00,100.00,2,0.00,28,100.00,3,100.00,175,100.00,2,100.00
A83005,WHINFIELD MEDICAL PRACTICE,E38000042,11442,195,100.00,100.00,42,100.00,511,100.00,141,100.00,1992,100.00,116,99.50
A83006,ORCHARD COURT SURGERY,E38000042,7729,131,100.00,100.00,34,100.00,310,100.00,106,100.00,1180,100.00,90,100.00
A83010,MOORLANDS SURGERY,E38000042,14552,297,100.00,99.93,93,100.00,615,94.20,229,100.00,2304,100.00,130,99.83
A83013,NEASHAM ROAD SURGERY,E38000042,11116,146,100.00,100.00,52,100.00,405,92.14,113,100.00,1308,100.00,88,100.00
A83031,CARMEL MEDICAL PRACTICE,E38000042,10051,224,100.00,100.00,52,100.00,419,100.00,247,100.00,1647,100.00,103,100.00
A83034,BLACKETTS MEDICAL PRACTICE,E38000042,10071,171,100.00,92.87,44,100.00,363,96.23,107,100.00,1306,100.00,61,94.50
A83040,CLIFTON COURT MEDICAL PRACTICE,E38000042,11869,203,100.00,100.00,72,100.00,509,95.00,190,100.00,1803,100.00,150,99.33
A83047,DENMARK STREET SURGERY,E38000042,14013,308,100.00,100.00,99,100.00,531,100.00,174,100.00,2188,100.00,140,100.00
A83048,ROCKLIFFE COURT SURGERY,E38000042,5519,129,100.00,100.00,53,100.00,200,100.00,77,100.00,847,100.00,36,100.00
A83070,FELIX HOUSE SURGERY,E38000042,5589,103,100.00,100.00,26,100.00,232,100.00,80,100.00,946,100.00,57,98.17
A83641,PARKGATE SURGERY,E38000042,4722,56,100.00,100.00,39,100.00,140,85.60,61,100.00,616,82.88,30,99.50
A83001,ST ANDREW'S MEDICAL PRACTICE,E38000047,10344,185,100.00,100.00,66,100.00,496,97.77,156,100.00,1622,100.00,97,100.00
A83003,WILLINGTON MEDICAL GROUP,E38000047,9154,203,100.00,100.00,73,100.00,496,100.00,144,100.00,1516,100.00,98,100.00
A83004,AVENUE FAMILY PRACTICE,E38000047,3680,76,100.00,100.00,5,100.00,178,100.00,41,100.00,619,100.00,47,99.50
A83007,BLACKHALL AND PETERLEE PRACTICE,E38000047,9387,212,100.00,100.00,71,100.00,555,94.71,97,100.00,1785,100.00,86,99.00
A83008,HALLGARTH SURGERY,E38000047,5534,128,100.00,100.00,29,100.00,314,100.00,97,100.00,1002,100.00,80,100.00
A83012,WILLIAM BROWN CENTRE,E38000047,15127,305,100.00,100.00,113,100.00,849,100.00,184,100.00,2669,100.00,148,100.00
A83015,STATION VIEW MEDICAL CENTRE,E38000047,10397,177,100.00,100.00,37,100.00,515,100.00,175,100.00,1845,100.00,104,100.00
A83017,PHOENIX MEDICAL GROUP,E38000047,7485,155,100.00,100.00,55,100.00,468,100.00,116,100.00,1286,100.00,92,100.00
A83019,STATION ROAD SURGERY,E38000047,5134,90,100.00,100.00,25,100.00,256,100.00,53,100.00,777,100.00,40,100.00
A83020,NORTH HOUSE SURGERY,E38000047,13493,274,100.00,100.00,132,100.00,693,90.06,139,100.00,2452,79.08,118,91.67
A83021,AUCKLAND MEDICAL GROUP,E38000047,13576,228,100.00,100.00,75,100.00,680,96.23,163,100.00,2193,100.00,170,100.00
A83025,BISHOPGATE MEDICAL CENTRE,E38000047,13709,273,100.00,100.00,79,100.00,674,90.34,144,100.00,1956,100.00,187,98.17
A83032,WOODVIEW MEDICAL PRACTICE,E38000047,2451,66,100.00,100.00,11,100.00,176,100.00,35,95.21,602,100.00,38,100.00
A83035,THE WEARDALE PRACTICE,E38000047,7152,167,100.00,100.00,67,100.00,358,100.00,110,100.00,1481,100.00,62,100.00
A83037,BEWICK CRESCENT SURGERY,E38000047,13834,290,100.00,100.00,103,100.00,835,98.46,163,98.28,2411,98.12,175,96.50
A83041,MURTON MEDICAL CENTRE,E38000047,7669,142,100.00,100.00,37,20.00,440,89.43,63,100.00,1350,100.00,79,93.83
A83042,DR SIMPSON & PARTNERS,E38000047,4979,102,100.00,100.00,35,100.00,289,100.00,49,100.00,833,100.00,36,100.00
A83043,OLD FORGE SURGERY,E38000047,2695,67,100.00,100.00,28,100.00,161,100.00,21,100.00,697,100.00,25,100.00
A83044,THE HORDEN GROUP PRACTICE,E38000047,6966,118,100.00,100.00,38,100.00,373,97.37,64,100.00,1226,100.00,53,100.00
A83045,FERRYHILL AND CHILTON MEDICAL PRACTICE,E38000047,15021,263,100.00,100.00,61,100.00,784,100.00,194,100.00,2292,100.00,130,100.00
A83046,BARNARD CASTLE SURGERY,E38000047,10377,270,100.00,95.00,60,100.00,536,100.00,97,100.00,1795,100.00,98,100.00
A83051,MARLBOROUGH SURGERY,E38000047,10203,206,100.00,100.00,53,100.00,558,95.83,92,100.00,1983,100.00,94,97.50
A83052,BISHOPS CLOSE MEDICAL PRACTICE,E38000047,8905,155,100.00,100.00,72,100.00,462,100.00,88,100.00,1396,100.00,106,100.00
A83054,SKERNE MEDICAL GROUP,E38000047,15510,290,100.00,100.00,122,100.00,732,97.20,194,99.31,2660,100.00,153,100.00
A83057,SHINWELL MEDICAL GROUP,E38000047,5556,91,100.00,100.00,31,100.00,265,99.54,68,100.00,918,100.00,41,100.00
A83060,PINFOLD MEDICAL PRACTICE,E38000047,3047,33,100.00,100.00,20,100.00,137,100.00,22,100.00,415,100.00,27,100.00
A83061,GAINFORD SURGERY,E38000047,3305,66,100.00,99.93,26,100.00,122,98.49,29,100.00,504,100.00,25,100.00
A83066,JUBILEE MEDICAL GROUP,E38000047,8661,132,100.00,100.00,70,100.00,343,100.00,146,100.00,1381,100.00,157,100.00
A83071,THE NEW SEAHAM MEDICAL GROUP,E38000047,5122,80,100.00,100.00,19,0.00,260,100.00,59,100.00,709,100.00,54,100.00
A83074,PEASE WAY MEDICAL CENTRE,E38000047,11333,170,100.00,100.00,39,100.00,454,97.86,120,100.00,1774,100.00,117,100.00
A83075,DENESIDE MEDICAL CENTRE,E38000047,4701,115,100.00,100.00,31,100.00,294,90.60,60,84.31,905,79.27,49,97.50
A83603,OXFORD ROAD MEDICAL PRACTICE,E38000047,2772,56,100.00,100.00,27,86.70,133,89.54,43,100.00,546,97.42,33,94.50
A83610,WINGATE MEDICAL PRACTICE INTRAHEALTH,E38000047,2772,44,100.00,100.00,13,0.00,144,100.00,23,100.00,477,100.00,17,100.00
A83616,SHOTTON MEDICAL PRACTICE,E38000047,2304,38,100.00,100.00,5,100.00,135,96.94,30,100.00,506,100.00,19,94.83
A83619,SOUTHDENE MEDICAL CENTRE,E38000047,2762,34,100.00,100.00,18,100.00,128,100.00,24,100.00,441,100.00,25,100.00
A83626,EVENWOOD MEDICAL PRACTICE,E38000047,1993,30,100.00,100.00,10,100.00,126,98.80,24,100.00,392,100.00,25,100.00
A83627,SILVERDALE FAMILY PRACTICE,E38000047,4586,76,100.00,100.00,35,100.00,239,99.86,102,100.00,826,100.00,46,100.00
A83634,WEST CORNFORTH MEDICAL CENTRE,E38000047,2645,58,100.00,100.00,18,100.00,187,99.06,42,100.00,555,100.00,27,99.67
A83638,SHILDON HEALTH CLINIC,E38000047,1437,12,100.00,100.00,2,0.00,79,100.00,26,100.00,261,100.00,43,100.00
Y02614,INTRAHEALTH AT HEALTHWORKS,E38000047,1396,5,100.00,100.00,8,0.00,24,99.83,2,100.00,107,100.00,6,100.00
A83009,BRIDGE END SURGERY,E38000116,8798,164,100.00,100.00,34,100.00,388,100.00,66,100.00,1509,100.00,84,100.00
A83011,CLAYPATH & UNIVERSITY MEDICAL GROUP,E38000116,27575,259,100.00,99.07,77,100.00,471,100.00,81,100.00,1576,100.00,59,100.00
A83014,BELMONT & SHERBURN MEDICAL GROUP,E38000116,7903,162,100.00,100.00,51,100.00,438,95.17,95,100.00,1585,100.00,82,95.33
A83016,TANFIELD VIEW MEDICAL GROUP,E38000116,11591,197,100.00,99.80,38,100.00,557,90.46,116,97.79,2152,100.00,92,96.00
A83018,CONSETT MEDICAL CENTRE,E38000116,19399,350,100.00,100.00,87,100.00,972,97.94,166,100.00,3383,100.00,126,100.00
A83022,THE MEDICAL GROUP,E38000116,23818,386,100.00,100.00,101,100.00,"1,089",88.91,207,100.00,3639,100.00,173,98.83
A83023,STANLEY MEDICAL GROUP,E38000116,10839,194,100.00,100.00,67,100.00,608,96.94,103,100.00,1969,100.00,115,99.83
A83024,WEST RAINTON SURGERY,E38000116,5809,141,100.00,100.00,43,100.00,338,100.00,93,100.00,1111,100.00,70,100.00
A83026,SACRISTON MEDICAL CENTRE,E38000116,9727,143,100.00,96.27,99,100.00,429,93.31,86,100.00,1505,100.00,113,96.17
A83027,COXHOE MEDICAL PRACTICE,E38000116,6224,111,100.00,100.00,23,100.00,279,98.60,47,100.00,854,100.00,38,100.00
A83028,MIDDLE CHARE MEDICAL GROUP,E38000116,10078,172,100.00,100.00,73,100.00,412,100.00,58,100.00,1675,100.00,85,99.67
A83029,GREAT LUMLEY SURGERY,E38000116,4818,99,100.00,100.00,33,0.00,249,100.00,44,100.00,745,100.00,41,100.00
A83030,DUNELM MEDICAL PRACTICE,E38000116,12075,178,100.00,100.00,76,100.00,535,100.00,111,100.00,1897,100.00,64,100.00
A83033,PELTON & FELLROSE MEDICAL GROUP,E38000116,8737,154,100.00,100.00,41,100.00,459,95.66,92,100.00,1598,100.00,78,99.67
A83036,CHASTLETON MEDICAL GROUP,E38000116,11653,264,100.00,100.00,52,100.00,596,95.63,113,95.59,2087,100.00,98,97.00
A83038,CEDARS MEDICAL GROUP,E38000116,5825,93,100.00,100.00,30,100.00,208,98.69,47,100.00,808,100.00,37,100.00
A83049,QUEENS ROAD SURGERY,E38000116,12729,205,100.00,100.00,89,100.00,510,99.89,145,100.00,1876,100.00,91,100.00
A83050,CESTRIA HEALTH CENTRE,E38000116,11717,218,100.00,100.00,93,100.00,519,92.74,111,100.00,1806,93.00,130,97.83
A83055,CHEVELEY PARK MEDICAL CTR,E38000116,3870,69,100.00,100.00,44,100.00,143,100.00,21,100.00,615,100.00,30,100.00
A83072,LANCHESTER MEDICAL CENTRE,E38000116,3877,90,100.00,100.00,19,100.00,172,100.00,28,100.00,667,100.00,26,100.00
A83073,DRS LAMBERT & NG,E38000116,4972,92,100.00,100.00,18,100.00,324,100.00,52,100.00,936,100.00,74,100.00
A83076,DIPTON SURGERY,E38000116,2692,63,100.00,100.00,10,100.00,143,100.00,41,100.00,547,100.00,47,100.00
A83617,BROWNEY HOUSE SURGERY,E38000116,2717,40,100.00,100.00,7,100.00,145,100.00,25,100.00,408,100.00,30,100.00
A83618,OAKFIELDS HEALTH CENTRE,E38000116,4038,77,100.00,100.00,25,100.00,180,100.00,40,100.00,650,100.00,37,100.00
A83622,THE HAVEN SURGERY,E38000116,1692,42,100.00,100.00,16,100.00,100,100.00,26,100.00,321,100.00,27,100.00
A83630,DENHOLM HOUSE,E38000116,2384,37,100.00,100.00,13,100.00,107,100.00,21,100.00,329,100.00,28,100.00
A83632,CRAGHEAD MEDICAL CENTRE,E38000116,2593,42,100.00,94.47,39,0.00,121,98.60,20,100.00,457,100.00,20,96.00
A83635,BOWBURN MEDICAL CENTRE,E38000116,3730,50,100.00,100.00,26,100.00,143,100.00,37,100.00,478,100.00,27,100.00
A83636,LEADGATE SURGERY,E38000116,5712,96,100.00,100.00,16,100.00,232,100.00,100,100.00,845,100.00,47,100.00
A83637,PELTON FELL SURGERY,E38000116,2006,28,100.00,100.00,9,0.00,118,100.00,23,100.00,351,100.00,37,100.00
A83644,ANNFIELD PLAIN SURGERY,E38000116,3353,52,100.00,100.00,13,100.00,145,100.00,49,100.00,559,100.00,43,100.00
A81001,THE DENSHAM SURGERY,E38000075,4182,105,100.00,100.00,8,100.00,180,99.54,49,100.00,569,100.00,29,100.00
A81002,QUEENS PARK MEDICAL CENTRE,E38000075,19618,476,100.00,100.00,104,100.00,984,100.00,214,100.00,3392,100.00,206,100.00
A81003,VICTORIA MEDICAL PRACTICE,E38000075,3469,63,100.00,100.00,32,100.00,130,100.00,34,100.00,610,100.00,26,100.00
A81006,TENNANT STREET MEDICAL PRACTICE,E38000075,12202,250,100.00,100.00,47,100.00,511,97.69,146,100.00,1817,100.00,94,99.67
A81007,BANKHOUSE SURGERY,E38000075,9517,230,100.00,100.00,37,100.00,445,100.00,92,100.00,1570,100.00,86,100.00
A81011,CHADWICK PRACTICE,E38000075,11220,228,100.00,100.00,56,100.00,627,100.00,140,100.00,2120,100.00,93,100.00
A81014,QUEENSTREE PRACTICE,E38000075,3777,123,100.00,100.00,11,100.00,240,100.00,66,100.00,760,100.00,44,100.00
A81017,WOODBRIDGE PRACTICE,E38000075,21219,322,100.00,100.00,100,100.00,665,100.00,165,99.83,2458,100.00,93,99.50
A81025,THE DOVECOT SURGERY,E38000075,4199,89,100.00,100.00,11,100.00,215,87.03,49,100.00,592,100.00,43,98.00
