"row_id","itemid","label","abbreviation","dbsource","linksto","category","unitname","param_type","conceptid"
"1468",648,698,"Traction/Immobile #2",NA,"carevue","chartevents",NA,NA,NA,NA
"1469",649,699,"Traction/Immobile #3",NA,"carevue","chartevents",NA,NA,NA,NA
"1470",650,700,"Traction/Immobile #4",NA,"carevue","chartevents",NA,NA,NA,NA
"1471",651,701,"Transcut Pacer Rate",NA,"carevue","chartevents",NA,NA,NA,NA
"1472",652,702,"Transcut Pad Place",NA,"carevue","chartevents",NA,NA,NA,NA
"1473",653,703,"Transcutan Pacer",NA,"carevue","chartevents",NA,NA,NA,NA
"1474",654,704,"Turn",NA,"carevue","chartevents",NA,NA,NA,NA
"1475",655,705,"Untoward Effect",NA,"carevue","chartevents",NA,NA,NA,NA
"1476",656,706,"Urine [Color]",NA,"carevue","chartevents",NA,NA,NA,NA
"1477",657,707,"Urine Source",NA,"carevue","chartevents",NA,NA,NA,NA
"1478",658,708,"VAD Beat Rate [Right]",NA,"carevue","chartevents",NA,NA,NA,NA
"1479",659,709,"VCO2 (180-200)",NA,"carevue","chartevents",NA,NA,NA,NA
"1480",660,710,"VEN Lumen Volume",NA,"carevue","chartevents",NA,NA,NA,NA
"1481",661,711,"VO2",NA,"carevue","chartevents",NA,NA,NA,NA
"1482",662,712,"VO2 (200-250)",NA,"carevue","chartevents",NA,NA,NA,NA
"1483",663,713,"VO2I",NA,"carevue","chartevents",NA,NA,NA,NA
"1484",664,715,"Vd/Vt Ratio (40-60%)",NA,"carevue","chartevents",NA,NA,NA,NA
"1485",665,716,"Venous Pressure",NA,"carevue","chartevents",NA,NA,NA,NA
"1486",666,717,"Ventricular Pacemaker [Sense]",NA,"carevue","chartevents",NA,NA,NA,NA
"1487",667,718,"Ventricular Pacemaker Threshold [Unit]",NA,"carevue","chartevents",NA,NA,NA,NA
"1488",668,719,"Ventricular Pacemaker [mA]",NA,"carevue","chartevents",NA,NA,NA,NA
"1489",669,720,"Ventilator Mode",NA,"carevue","chartevents",NA,NA,NA,NA
"1490",670,721,"Ventilator No.",NA,"carevue","chartevents",NA,NA,NA,NA
"1491",671,722,"Ventilator Type",NA,"carevue","chartevents",NA,NA,NA,NA
"1492",672,723,"Verbal Response",NA,"carevue","chartevents",NA,NA,NA,NA
"1493",673,724,"Vision - EPAP",NA,"carevue","chartevents",NA,NA,NA,NA
"1494",674,725,"Vision - IPAP",NA,"carevue","chartevents",NA,NA,NA,NA
"1495",675,726,"Vision - Mode",NA,"carevue","chartevents",NA,NA,NA,NA
"1496",676,727,"Vision FiO2",NA,"carevue","chartevents",NA,NA,NA,NA
"1497",677,728,"Vision Mask",NA,"carevue","chartevents",NA,NA,NA,NA
"1498",678,729,"Vision Rate",NA,"carevue","chartevents",NA,NA,NA,NA
"1499",679,730,"Vital Cap (>1.0)L",NA,"carevue","chartevents",NA,NA,NA,NA
"1500",680,731,"Warming [Device]",NA,"carevue","chartevents",NA,NA,NA,NA
"1501",681,732,"Waveform-Vent",NA,"carevue","chartevents",NA,NA,NA,NA
"1502",682,733,"Weight Change",NA,"carevue","chartevents",NA,NA,NA,NA
"1503",683,734,"Working Pressure",NA,"carevue","chartevents",NA,NA,NA,NA
"1504",684,735,"Wound Care",NA,"carevue","chartevents",NA,NA,NA,NA
"1505",685,741,"avDO2",NA,"carevue","chartevents",NA,NA,NA,NA
"1506",686,742,"calprevflg",NA,"carevue","chartevents",NA,NA,NA,NA
"1507",687,762,"Admit Wt",NA,"carevue","chartevents",NA,NA,NA,NA
"1508",688,763,"Daily Weight",NA,"carevue","chartevents",NA,NA,NA,NA
"1509",689,768,"ACT (102-142)",NA,"carevue","chartevents","Coags",NA,NA,NA
"1510",690,769,"ALT",NA,"carevue","chartevents","Enzymes",NA,NA,NA
"1511",691,770,"AST",NA,"carevue","chartevents","Enzymes",NA,NA,NA
"1512",692,772,"Albumin (>3.2)",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1513",693,773,"Alk. Phosphate",NA,"carevue","chartevents","Enzymes",NA,NA,NA
"1514",694,774,"Ammonia",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1515",695,775,"Amylase",NA,"carevue","chartevents","Enzymes",NA,NA,NA
"1516",696,776,"Arterial Base Excess",NA,"carevue","chartevents","ABG",NA,NA,NA
"1517",697,777,"Arterial CO2(Calc)",NA,"carevue","chartevents","ABG",NA,NA,NA
"1518",698,778,"Arterial PaCO2",NA,"carevue","chartevents","ABG",NA,NA,NA
"1519",699,779,"Arterial PaO2",NA,"carevue","chartevents","ABG",NA,NA,NA
"1520",700,780,"Arterial pH",NA,"carevue","chartevents","ABG",NA,NA,NA
"1521",701,781,"BUN (6-20)",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1522",702,782,"Bleeding Time",NA,"carevue","chartevents","Coags",NA,NA,NA
"1523",703,783,"Blood Products",NA,"carevue","chartevents","Hematology",NA,NA,NA
"1524",704,784,"CPK",NA,"carevue","chartevents","Enzymes",NA,NA,NA
"1525",705,785,"CPK/MB",NA,"carevue","chartevents","Enzymes",NA,NA,NA
"1526",706,786,"Calcium (8.4-10.2)",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1527",707,787,"Carbon Dioxide",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1528",708,788,"Chloride (100-112)",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1529",709,789,"Cholesterol (<200)",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1530",710,791,"Creatinine (0-1.3)",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1531",711,792,"Cyclosporin",NA,"carevue","chartevents","Drug Level",NA,NA,NA
"1532",712,793,"D-Dimer (0-500)",NA,"carevue","chartevents","Coags",NA,NA,NA
"1533",713,794,"Differential-Atyps",NA,"carevue","chartevents","Hematology",NA,NA,NA
"1534",714,795,"Differential-Bands",NA,"carevue","chartevents","Hematology",NA,NA,NA
"1535",715,796,"Differential-Basos",NA,"carevue","chartevents","Hematology",NA,NA,NA
"1536",716,797,"Differential-Eos",NA,"carevue","chartevents","Hematology",NA,NA,NA
"1537",717,798,"Differential-Lymphs",NA,"carevue","chartevents","Hematology",NA,NA,NA
"1538",718,799,"Differential-Monos",NA,"carevue","chartevents","Hematology",NA,NA,NA
"1539",719,800,"Differential-Polys",NA,"carevue","chartevents","Hematology",NA,NA,NA
"1540",720,801,"Digoxin",NA,"carevue","chartevents","Drug Level",NA,NA,NA
"1541",721,802,"Dilantin",NA,"carevue","chartevents","Drug Level",NA,NA,NA
"1542",722,803,"Direct Bili (0-0.3)",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1543",723,804,"Ethanol",NA,"carevue","chartevents","Drug Level",NA,NA,NA
"1544",724,805,"FK506",NA,"carevue","chartevents","Drug Level",NA,NA,NA
"1545",725,806,"Fibrinogen (150-400)",NA,"carevue","chartevents","Coags",NA,NA,NA
"1546",726,807,"Fingerstick Glucose",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1547",727,808,"Gentamycin/Peak",NA,"carevue","chartevents","Drug Level",NA,NA,NA
"1548",728,809,"Gentamycin/Random",NA,"carevue","chartevents","Drug Level",NA,NA,NA
"1549",729,810,"Gentamycin/Trough",NA,"carevue","chartevents","Drug Level",NA,NA,NA
"1550",730,811,"Glucose (70-105)",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1551",731,812,"HCO3",NA,"carevue","chartevents","ABG",NA,NA,NA
"1552",732,813,"Hematocrit",NA,"carevue","chartevents","Hematology",NA,NA,NA
"1553",733,814,"Hemoglobin",NA,"carevue","chartevents","Hematology",NA,NA,NA
"1554",734,815,"INR (2-4 ref. range)",NA,"carevue","chartevents","Coags",NA,NA,NA
"1555",735,816,"Ionized Calcium",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1556",736,817,"LDH",NA,"carevue","chartevents","Enzymes",NA,NA,NA
"1557",737,818,"Lactic Acid(0.5-2.0)",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1558",738,819,"Lidocaine",NA,"carevue","chartevents","Drug Level",NA,NA,NA
"1559",739,820,"Lipase",NA,"carevue","chartevents","Enzymes",NA,NA,NA
"1560",740,821,"Magnesium (1.6-2.6)",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1561",741,822,"Mixed Venous O2",NA,"carevue","chartevents","Blood Gases",NA,NA,NA
"1562",742,823,"Mixed Venous O2% Sat",NA,"carevue","chartevents","Blood Gases",NA,NA,NA
"1563",743,824,"PT(11-13.5)",NA,"carevue","chartevents","Coags",NA,NA,NA
"1564",744,825,"PTT(22-35)",NA,"carevue","chartevents","Coags",NA,NA,NA
"1565",745,826,"Phenobarbital",NA,"carevue","chartevents","Drug Level",NA,NA,NA
"1566",746,827,"Phosphorous(2.7-4.5)",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1567",747,828,"Platelets",NA,"carevue","chartevents","Hematology",NA,NA,NA
"1568",748,829,"Potassium (3.5-5.3)",NA,"carevue","chartevents","Chemistry",NA,NA,NA
"1569",749,831,"Procan",NA,"carevue","chartevents","Drug level",NA,NA,NA
"1570",750,3056,"APNEA INTERVAL TIME",NA,"carevue","chartevents",NA,NA,NA,NA
"1571",751,3058,"shaved",NA,"carevue","chartevents",NA,NA,NA,NA
"1572",752,3059,"REE",NA,"carevue","chartevents",NA,NA,NA,NA
"1573",753,3060,"RQ",NA,"carevue","chartevents",NA,NA,NA,NA
"1574",754,3061,"VCO2",NA,"carevue","chartevents",NA,NA,NA,NA
"1575",755,3063,"High MV Limits",NA,"carevue","chartevents",NA,NA,NA,NA
"1576",756,3064,"DISCONNECT ALARM",NA,"carevue","chartevents",NA,NA,NA,NA
"1577",757,3066,"albumin",NA,"carevue","chartevents",NA,NA,NA,NA
"1578",758,3067,"FEM MAP",NA,"carevue","chartevents",NA,NA,NA,NA
"1579",759,3068,"High Pressure Limit",NA,"carevue","chartevents",NA,NA,NA,NA
"1580",760,3069,"ART R Groin",NA,"carevue","chartevents",NA,NA,NA,NA
"1581",761,3070,"Nicardipine (mg/h)",NA,"carevue","chartevents",NA,NA,NA,NA
"1582",762,3071,"ACE WRAP B LEGS",NA,"carevue","chartevents",NA,NA,NA,NA
"1583",763,3072,"IRON  45-160",NA,"carevue","chartevents",NA,NA,NA,NA
"1584",764,3074,"TRF   200-400",NA,"carevue","chartevents",NA,NA,NA,NA
"1585",765,3075,"calTIBC  264-432",NA,"carevue","chartevents",NA,NA,NA,NA
"1586",766,3077,"Migh Min Volume",NA,"carevue","chartevents",NA,NA,NA,NA
"1587",767,3078,"alarm/high minute vl",NA,"carevue","chartevents",NA,NA,NA,NA
"1588",768,3079,"high volume",NA,"carevue","chartevents",NA,NA,NA,NA
"1589",769,3081,"SPONT TV'S",NA,"carevue","chartevents",NA,NA,NA,NA
"1590",770,3082,"HIGH TIDAL VOL",NA,"carevue","chartevents",NA,NA,NA,NA
"1591",771,3083,"spont Tidal volumes",NA,"carevue","chartevents",NA,NA,NA,NA
"1592",772,3084,"photosensitive prec",NA,"carevue","chartevents",NA,NA,NA,NA
"1593",773,3086,"spont Vt's",NA,"carevue","chartevents",NA,NA,NA,NA
"1594",774,3087,"DEXTRAN 40  10%",NA,"carevue","chartevents",NA,NA,NA,NA
"1595",775,3088,"DEXTRAN 40%",NA,"carevue","chartevents",NA,NA,NA,NA
"1596",776,3089,"ELEVATE R ARM",NA,"carevue","chartevents",NA,NA,NA,NA
"1597",777,3090,"ELEVATE R LEG 2 PIL",NA,"carevue","chartevents",NA,NA,NA,NA
"1598",778,3091,"PILLOW AROUND R ARM",NA,"carevue","chartevents",NA,NA,NA,NA
"1599",779,3094,"(L) FEM ART",NA,"carevue","chartevents",NA,NA,NA,NA
"1600",780,3095,"(R) FEM ART",NA,"carevue","chartevents",NA,NA,NA,NA
"1601",781,3097,"lf flap pulse",NA,"carevue","chartevents",NA,NA,NA,NA
"1602",782,3098,"hi mv",NA,"carevue","chartevents",NA,NA,NA,NA
"1603",783,3099,"T3 CC/HR",NA,"carevue","chartevents",NA,NA,NA,NA
"1604",784,3100,"LOW MV",NA,"carevue","chartevents",NA,NA,NA,NA
"1605",785,3101,"High Minute volume",NA,"carevue","chartevents",NA,NA,NA,NA
"1606",786,3102,"NICARDIPINE MCQ/KG/'",NA,"carevue","chartevents",NA,NA,NA,NA
"1607",787,3105,"HIGH MIN.VOL.",NA,"carevue","chartevents",NA,NA,NA,NA
"1608",788,3106,"alcohol gtt",NA,"carevue","chartevents",NA,NA,NA,NA
"1609",789,3107,"INS time",NA,"carevue","chartevents",NA,NA,NA,NA
"1610",790,3108,"PA PRESSURE",NA,"carevue","chartevents",NA,NA,NA,NA
"1611",791,3109,"Sodium Bicarb",NA,"carevue","chartevents",NA,NA,NA,NA
"1612",792,3110,"bicarb drip 200/200",NA,"carevue","chartevents",NA,NA,NA,NA
"1613",793,3111,"cpap level",NA,"carevue","chartevents",NA,NA,NA,NA
"1614",794,3112,"epinephrine mcg/min",NA,"carevue","chartevents",NA,NA,NA,NA
"1615",795,3113,"high min.vol",NA,"carevue","chartevents",NA,NA,NA,NA
"1616",796,3114,"PCV Driving Pressure",NA,"carevue","chartevents",NA,NA,NA,NA
"1617",797,3115,"PCV Total Pressure",NA,"carevue","chartevents",NA,NA,NA,NA
"1618",798,3118,"THORACIC EXTENSION",NA,"carevue","chartevents",NA,NA,NA,NA
"1619",799,3119,"HI MINUTE VOL",NA,"carevue","chartevents",NA,NA,NA,NA
"1620",800,3120,"L AVF-BRUIT/THRILL",NA,"carevue","chartevents",NA,NA,NA,NA
"1621",801,3121,"himv",NA,"carevue","chartevents",NA,NA,NA,NA
"1622",802,3122,"Apnea",NA,"carevue","chartevents",NA,NA,NA,NA
"1623",803,3124,"LEFT AXILLA PULSE",NA,"carevue","chartevents",NA,NA,NA,NA
"1624",804,3125,"NICARDIPINE 5-15MG/H",NA,"carevue","chartevents",NA,NA,NA,NA
"1625",805,3126,"SLOPE",NA,"carevue","chartevents",NA,NA,NA,NA
"1626",806,3127,"Sitter at bedside.",NA,"carevue","chartevents",NA,NA,NA,NA
"1627",807,3128,"BRACHIAL S/D",NA,"carevue","chartevents",NA,NA,NA,NA
"1628",808,3131,"Shampoo",NA,"carevue","chartevents",NA,NA,NA,NA
"1629",809,3132,"20# to skeletal tx",NA,"carevue","chartevents",NA,NA,NA,NA
"1630",810,3134,"solumed mg/kg/hr",NA,"carevue","chartevents",NA,NA,NA,NA
"1631",811,3135,"ATG",NA,"carevue","chartevents",NA,NA,NA,NA
"1632",812,3136,"Tongue midline",NA,"carevue","chartevents",NA,NA,NA,NA
"1633",813,3137,"Visual Field CheckL)",NA,"carevue","chartevents",NA,NA,NA,NA
"1634",814,3138,"Visual field checkR)",NA,"carevue","chartevents",NA,NA,NA,NA
"1635",815,3139,"LUE fistula",NA,"carevue","chartevents",NA,NA,NA,NA
"1636",816,3140,"Urine Cl-",NA,"carevue","chartevents",NA,NA,NA,NA
"1637",817,3142,"high rr",NA,"carevue","chartevents",NA,NA,NA,NA
"1638",818,3143,"low insp pressure",NA,"carevue","chartevents",NA,NA,NA,NA
"1639",819,3145,"L breast doppler",NA,"carevue","chartevents",NA,NA,NA,NA
"1640",820,3147,"TPA #2 mg/hr",NA,"carevue","chartevents",NA,NA,NA,NA
"1641",821,3148,"TPA#1 mg/hr",NA,"carevue","chartevents",NA,NA,NA,NA
"1642",822,3158,"CK/VAGINAL BLEEDING",NA,"carevue","chartevents",NA,NA,NA,NA
"1643",823,3160,"HIGH MV LIMIT",NA,"carevue","chartevents",NA,NA,NA,NA
"1644",824,3161,"Hi Minute Volume",NA,"carevue","chartevents",NA,NA,NA,NA
"1645",825,3167,"Drive Pres",NA,"carevue","chartevents",NA,NA,NA,NA
"1646",826,3168,"HIGH MIN. VOL",NA,"carevue","chartevents",NA,NA,NA,NA
"1647",827,3169,"multipodous boots",NA,"carevue","chartevents",NA,NA,NA,NA
"1648",828,3172,"right groin sheath",NA,"carevue","chartevents",NA,NA,NA,NA
"1649",829,3174,"Labetalol mcg/kg/min",NA,"carevue","chartevents",NA,NA,NA,NA
"1650",830,3175,"BEAR HUGGER",NA,"carevue","chartevents",NA,NA,NA,NA
"1651",831,3176,"Nicardip.mcg/kg/min",NA,"carevue","chartevents",NA,NA,NA,NA
"1652",832,3177,"left fem. aline",NA,"carevue","chartevents",NA,NA,NA,NA
"1653",833,3178,"right femoral aline",NA,"carevue","chartevents",NA,NA,NA,NA
"1654",834,3179,"1:1 Sitter",NA,"carevue","chartevents",NA,NA,NA,NA
"1655",835,3180,"APRV P-HI",NA,"carevue","chartevents",NA,NA,NA,NA
"1656",836,3181,"APRV P-LOW",NA,"carevue","chartevents",NA,NA,NA,NA
"1657",837,3182,"APRV T-HI",NA,"carevue","chartevents",NA,NA,NA,NA
"1658",838,3183,"APRV T-LOW",NA,"carevue","chartevents",NA,NA,NA,NA
"1659",839,3184,"Neo mcg/kg/min",NA,"carevue","chartevents",NA,NA,NA,NA
"1660",840,3186,"nicardipine",NA,"carevue","chartevents",NA,NA,NA,NA
"1661",841,3188,"neo mcq/kg/min",NA,"carevue","chartevents",NA,NA,NA,NA
"1662",842,3189,"High Min. Vol",NA,"carevue","chartevents",NA,NA,NA,NA
"1663",843,3190,"high  minute vol",NA,"carevue","chartevents",NA,NA,NA,NA
"1664",844,3191,"DEFLATE RECTAL TUBE",NA,"carevue","chartevents",NA,NA,NA,NA
"1665",845,3192,"BUMEX MG/HR",NA,"carevue","chartevents",NA,NA,NA,NA
"1666",846,3194,"lab svo2",NA,"carevue","chartevents",NA,NA,NA,NA
"1667",847,3195,"P insp",NA,"carevue","chartevents",NA,NA,NA,NA
"1668",848,3196,"high min. vol,",NA,"carevue","chartevents",NA,NA,NA,NA
"1669",849,3197,"INO LEVEL",NA,"carevue","chartevents",NA,NA,NA,NA
"1670",850,3199,"valpro acid",NA,"carevue","chartevents",NA,NA,NA,NA
"1671",851,3200,"High Minute Volume m",NA,"carevue","chartevents",NA,NA,NA,NA
"1672",852,3201,"Methylhemaglobin",NA,"carevue","chartevents",NA,NA,NA,NA
"1673",853,3202,"pin care",NA,"carevue","chartevents",NA,NA,NA,NA
"1674",854,3204,"Pinsp.",NA,"carevue","chartevents",NA,NA,NA,NA
"1675",855,3206,"40GmCaGluc/1000ccNS",NA,"carevue","chartevents",NA,NA,NA,NA
"1676",856,3207,"High MMV",NA,"carevue","chartevents",NA,NA,NA,NA
"1677",857,3208,"ATC % (size 7)",NA,"carevue","chartevents",NA,NA,NA,NA
"1678",858,3209,"P LOW",NA,"carevue","chartevents",NA,NA,NA,NA
"1679",859,3210,"pressure high",NA,"carevue","chartevents",NA,NA,NA,NA
"1680",860,3211,"time high",NA,"carevue","chartevents",NA,NA,NA,NA
"1681",861,3212,"time low",NA,"carevue","chartevents",NA,NA,NA,NA
"1682",862,3213,"RT FEM ART LINE",NA,"carevue","chartevents",NA,NA,NA,NA
"1683",863,3214,"Ca++ Gluconate",NA,"carevue","chartevents",NA,NA,NA,NA
"1684",864,3215,"Xgris",NA,"carevue","chartevents",NA,NA,NA,NA
"1685",865,3216,"NS FLUSH FOLEY",NA,"carevue","chartevents",NA,NA,NA,NA
"1686",866,3217,"Abd binder",NA,"carevue","chartevents",NA,NA,NA,NA
"1687",867,3218,"TCPCV Driving Press.",NA,"carevue","chartevents",NA,NA,NA,NA
"1688",868,3219,"calcium gluconate",NA,"carevue","chartevents",NA,NA,NA,NA
"1689",869,3220,"tbili",NA,"carevue","chartevents",NA,NA,NA,NA
"1690",870,3222,"logroll",NA,"carevue","chartevents",NA,NA,NA,NA
"1691",871,3223,"Bedbath",NA,"carevue","chartevents",NA,NA,NA,NA
"1692",872,3226,"%cool mist",NA,"carevue","chartevents",NA,NA,NA,NA
"1693",873,3228,"trch size",NA,"carevue","chartevents",NA,NA,NA,NA
"1694",874,3233,"PEG SITE DRESSING",NA,"carevue","chartevents",NA,NA,NA,NA
"1695",875,3235,"DRIVING PRESS",NA,"carevue","chartevents",NA,NA,NA,NA
"1696",876,3236,"HI MINUTE VOLUME",NA,"carevue","chartevents",NA,NA,NA,NA
"1697",877,3238,"CSF PRESSURE",NA,"carevue","chartevents",NA,NA,NA,NA
"1698",878,3239,"NICARDIPINE MCG/KG/M",NA,"carevue","chartevents",NA,NA,NA,NA
"1699",879,3240,"Nicardipine gtt",NA,"carevue","chartevents",NA,NA,NA,NA
"1700",880,3241,"LFEMABP",NA,"carevue","chartevents",NA,NA,NA,NA
"1701",881,3242,"NICARDIPINE MCQ/KG/M",NA,"carevue","chartevents",NA,NA,NA,NA
"1702",882,3243,"RUPPER ARM FISTULA",NA,"carevue","chartevents",NA,NA,NA,NA
"1703",883,3244,"RT FEM A-LINE",NA,"carevue","chartevents",NA,NA,NA,NA
"1704",884,3245,"ileostomy",NA,"carevue","chartevents",NA,NA,NA,NA
"1705",885,3246,"MULTPODIS SPLINT",NA,"carevue","chartevents",NA,NA,NA,NA
"1706",886,3248,"mittens",NA,"carevue","chartevents",NA,NA,NA,NA
"1707",887,3249,"BEDBATH",NA,"carevue","chartevents",NA,NA,NA,NA
"1708",888,3250,"Nephrostomy tube",NA,"carevue","chartevents",NA,NA,NA,NA
"1709",889,3253,"Sigh Breath/Pressure",NA,"carevue","chartevents",NA,NA,NA,NA
"1710",890,3254,"High minute Vent.",NA,"carevue","chartevents",NA,NA,NA,NA
"1711",891,3256,"L ulnar ABP",NA,"carevue","chartevents",NA,NA,NA,NA
"1712",892,3257,"XIGRIS @ 1.66 MG/HR",NA,"carevue","chartevents",NA,NA,NA,NA
"1713",893,3258,"d10w",NA,"carevue","chartevents",NA,NA,NA,NA
"1714",894,3259,"mv",NA,"carevue","chartevents",NA,NA,NA,NA
"1715",895,3260,"high minnute volume",NA,"carevue","chartevents",NA,NA,NA,NA
"1716",896,3262,"extremities elevated",NA,"carevue","chartevents",NA,NA,NA,NA
"1717",897,3263,"BATHED",NA,"carevue","chartevents",NA,NA,NA,NA
"1718",898,3264,"MULTI PODUS SPLINTS",NA,"carevue","chartevents",NA,NA,NA,NA
"1719",899,3265,"ecmo flow",NA,"carevue","chartevents",NA,NA,NA,NA
"1720",900,3268,"INSP TIME",NA,"carevue","chartevents",NA,NA,NA,NA
"1721",901,3269,"XIGRIS MG/HR",NA,"carevue","chartevents",NA,NA,NA,NA
"1722",902,3270,"aprotinin ml/hr",NA,"carevue","chartevents",NA,NA,NA,NA
"1723",903,3271,"insp time",NA,"carevue","chartevents",NA,NA,NA,NA
"1724",904,3274,"domeboro soaks",NA,"carevue","chartevents",NA,NA,NA,NA
"1725",905,3277,"NICARDIPINE--MG/HR",NA,"carevue","chartevents",NA,NA,NA,NA
"1726",906,3281,"Xigres mg/hr",NA,"carevue","chartevents",NA,NA,NA,NA
"1727",907,3283,"warm pack to lt arm",NA,"carevue","chartevents",NA,NA,NA,NA
"1728",908,3285,"ROTATION ON/OFF",NA,"carevue","chartevents",NA,NA,NA,NA
"1729",909,3286,"solumedrol",NA,"carevue","chartevents",NA,NA,NA,NA
"1730",910,3288,"O2 sat [Pre]",NA,"carevue","chartevents",NA,NA,NA,NA
"1731",911,3291,"Abdominal Appearance",NA,"carevue","chartevents",NA,NA,NA,NA
"1732",912,3292,"Abdominal Color",NA,"carevue","chartevents",NA,NA,NA,NA
"1733",913,3293,"Abdominal Exam",NA,"carevue","chartevents",NA,NA,NA,NA
"1734",914,3294,"Abdominal Girth (cm)",NA,"carevue","chartevents",NA,NA,NA,NA
"1735",915,3295,"Abdominal Loops",NA,"carevue","chartevents",NA,NA,NA,NA
"1736",916,3296,"Abnormalities",NA,"carevue","chartevents",NA,NA,NA,NA
"1737",917,3297,"Airleak",NA,"carevue","chartevents",NA,NA,NA,NA
"1738",918,3298,"Albuterol MDI",NA,"carevue","chartevents",NA,NA,NA,NA
"1739",919,3299,"Albuterol MiniNeb",NA,"carevue","chartevents",NA,NA,NA,NA
"1740",920,3302,"Amphotericin",NA,"carevue","chartevents",NA,NA,NA,NA
"1741",921,3303,"Ampicillin",NA,"carevue","chartevents",NA,NA,NA,NA
"1742",922,3304,"Anterior Fontanelle [Texture]",NA,"carevue","chartevents",NA,NA,NA,NA
"1743",923,3306,"Apnea [Existence]",NA,"carevue","chartevents",NA,NA,NA,NA
"1744",924,3307,"Appearance",NA,"carevue","chartevents",NA,NA,NA,NA
"1745",925,3309,"Atrovent MDI",NA,"carevue","chartevents",NA,NA,NA,NA
"1746",926,3310,"Auditory Evokes",NA,"carevue","chartevents",NA,NA,NA,NA
"1747",927,3311,"BP Alarm [Low]",NA,"carevue","chartevents",NA,NA,NA,NA
"1748",928,3312,"BP Cuff [Mean]",NA,"carevue","chartevents",NA,NA,NA,NA
"1749",929,3313,"BP Cuff [Systolic]",NA,"carevue","chartevents",NA,NA,NA,NA
"1750",930,3314,"BP Left Arm [Mean]",NA,"carevue","chartevents",NA,NA,NA,NA
"1751",931,3315,"BP Left Arm [Systolic]",NA,"carevue","chartevents",NA,NA,NA,NA
"1752",932,3316,"BP Left Leg [Mean]",NA,"carevue","chartevents",NA,NA,NA,NA
"1753",933,3317,"BP Left Leg [Systolic]",NA,"carevue","chartevents",NA,NA,NA,NA
"1754",934,3318,"BP PAL [Mean]",NA,"carevue","chartevents",NA,NA,NA,NA
"1755",935,3319,"BP PAL [Systolic]",NA,"carevue","chartevents",NA,NA,NA,NA
"1756",936,3320,"BP Right Arm [Mean]",NA,"carevue","chartevents",NA,NA,NA,NA
"1757",937,3321,"BP Right Arm [Systolic]",NA,"carevue","chartevents",NA,NA,NA,NA
"1758",938,3322,"BP Right Leg [Mean]",NA,"carevue","chartevents",NA,NA,NA,NA
"1759",939,3323,"BP Right Leg [Systolic]",NA,"carevue","chartevents",NA,NA,NA,NA
"1760",940,3324,"BP UAC [Mean]",NA,"carevue","chartevents",NA,NA,NA,NA
"1761",941,3325,"BP UAC [Systolic]",NA,"carevue","chartevents",NA,NA,NA,NA
"1762",942,3326,"Babygram",NA,"carevue","chartevents",NA,NA,NA,NA
"1763",943,3327,"Bag & Mask Present",NA,"carevue","chartevents",NA,NA,NA,NA
"1764",944,3328,"Behavioral State",NA,"carevue","chartevents",NA,NA,NA,NA
"1765",945,3329,"BehavioralIntervent",NA,"carevue","chartevents",NA,NA,NA,NA
"1766",946,3330,"Bicitra",NA,"carevue","chartevents",NA,NA,NA,NA
"1767",947,3331,"Blink Reflex [Left]",NA,"carevue","chartevents",NA,NA,NA,NA
"1768",948,3333,"Blood Cultures",NA,"carevue","chartevents",NA,NA,NA,NA
"1769",949,3334,"Blood Out",NA,"carevue","chartevents",NA,NA,NA,NA
"1770",950,3335,"Boundaries",NA,"carevue","chartevents",NA,NA,NA,NA
"1771",951,3336,"Breast Assessment",NA,"carevue","chartevents",NA,NA,NA,NA
"1772",952,3337,"Breath Rate",NA,"carevue","chartevents",NA,NA,NA,NA
"1773",953,3338,"Breath Sounds [L]",NA,"carevue","chartevents",NA,NA,NA,NA
"1774",954,3339,"Breath Sounds [R]",NA,"carevue","chartevents",NA,NA,NA,NA
"1775",955,3340,"Bruising [Existence]",NA,"carevue","chartevents",NA,NA,NA,NA
"1776",956,3341,"CBC",NA,"carevue","chartevents",NA,NA,NA,NA
"1777",957,3343,"CT Scan",NA,"carevue","chartevents",NA,NA,NA,NA
"1778",958,3344,"CVL Dressing Change",NA,"carevue","chartevents",NA,NA,NA,NA
"1779",959,3345,"CVP Alarm [Low]",NA,"carevue","chartevents",NA,NA,NA,NA
"1780",960,3346,"Caffeine",NA,"carevue","chartevents",NA,NA,NA,NA
"1781",961,3347,"Calcium Gluconate",NA,"carevue","chartevents",NA,NA,NA,NA
